EZABPQM;Type;"Ouverture des manifestations d'intérêts";"Clôture des manifestations d'intérêts";"Ouverture des demandes d'attribution"
084008;"Préfixes de routage des numéros spéciaux";04/04/2026;04/05/2026;05/05/2026
05102;"Préfixes de routage des numéros mobiles";04/04/2026;04/05/2026;05/05/2026
05101;"Préfixes de routage des numéros mobiles";04/04/2026;04/05/2026;05/05/2026
050769;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050768;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050767;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050766;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050765;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050764;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050763;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050749;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050736;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050735;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050733;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050722;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050718;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050717;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050716;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050715;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050714;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050710;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050707;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
050705;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030720;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030719;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030718;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030717;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030716;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030715;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030714;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030713;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030712;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030711;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020709;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020708;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020707;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020706;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020705;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020704;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020703;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020702;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020701;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020700;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020699;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020698;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020697;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020696;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020695;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020694;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020693;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020692;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020691;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020690;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020689;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020681;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020679;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020678;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020677;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020671;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020670;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020669;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020668;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020666;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020665;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020660;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020640;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020628;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020627;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020621;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020620;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020619;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020618;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020617;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
020616;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030710;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030709;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030703;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030702;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030701;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030700;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030699;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030698;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030697;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030696;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030695;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030694;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030693;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030692;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030691;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
030689;"Préfixes de routage des numéros polyvalents";04/04/2026;04/05/2026;05/05/2026
IU;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";05/04/2026;05/05/2026;06/05/2026
010113;"Préfixes de routage des numéros polyvalents";05/04/2026;05/05/2026;06/05/2026
090040;"Préfixes de routage des numéros polyvalents";05/04/2026;05/05/2026;06/05/2026
0748829;"Numéros mobiles";06/04/2026;06/05/2026;07/05/2026
0188411;"Numéros polyvalents";09/04/2026;09/05/2026;10/05/2026
1008;"Numéro court d'assistance opérateur";11/04/2026;11/05/2026;12/05/2026
0392079;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0162286;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0392073;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0392071;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0392070;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
022179;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0568260;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
LY;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";13/04/2026;13/05/2026;14/05/2026
0525280;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0270276;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0270273;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0423300;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0948246;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0568266;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0568263;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0392076;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0525282;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0525281;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
010477;"Préfixes de routage des numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0162283;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0162280;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0270270;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0392074;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0377270;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0377273;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0525283;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0525286;"Numéros polyvalents";13/04/2026;13/05/2026;14/05/2026
0377276;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0424263;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0424266;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
0424260;"Numéros polyvalents vérifiés";13/04/2026;13/05/2026;14/05/2026
3617;"Numéro court généraliste";14/04/2026;14/05/2026;15/05/2026
0259077;"Numéros polyvalents";15/04/2026;15/05/2026;16/05/2026
0356630;"Numéros polyvalents";15/04/2026;15/05/2026;16/05/2026
0356633;"Numéros polyvalents";15/04/2026;15/05/2026;16/05/2026
0356636;"Numéros polyvalents";15/04/2026;15/05/2026;16/05/2026
0259070;"Numéros polyvalents";15/04/2026;15/05/2026;16/05/2026
025845;"Numéros polyvalents";16/04/2026;16/05/2026;17/05/2026
L0;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";16/04/2026;16/05/2026;17/05/2026
046537;"Numéros polyvalents";16/04/2026;16/05/2026;17/05/2026
052530;"Numéros polyvalents";16/04/2026;16/05/2026;17/05/2026
010242;"Préfixes de routage des numéros polyvalents";16/04/2026;16/05/2026;17/05/2026
035668;"Numéros polyvalents";16/04/2026;16/05/2026;17/05/2026
010969;"Préfixes de routage des numéros polyvalents";16/04/2026;16/05/2026;17/05/2026
018917;"Numéros polyvalents";16/04/2026;16/05/2026;17/05/2026
0743380;"Numéros mobiles";17/04/2026;17/05/2026;18/05/2026
0743382;"Numéros mobiles";17/04/2026;17/05/2026;18/05/2026
0525348;"Numéros polyvalents";18/04/2026;18/05/2026;19/05/2026
050006;"Préfixes de routage des numéros polyvalents";19/04/2026;19/05/2026;20/05/2026
0263152;"Numéros polyvalents";21/04/2026;21/05/2026;22/05/2026
0590153;"Numéros polyvalents";21/04/2026;21/05/2026;22/05/2026
0596903;"Numéros polyvalents";21/04/2026;21/05/2026;22/05/2026
HL;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";24/04/2026;24/05/2026;25/05/2026
0640016;"Numéros mobiles";25/04/2026;25/05/2026;26/05/2026
0640015;"Numéros mobiles";25/04/2026;25/05/2026;26/05/2026
0640013;"Numéros mobiles";25/04/2026;25/05/2026;26/05/2026
0640012;"Numéros mobiles";25/04/2026;25/05/2026;26/05/2026
0640010;"Numéros mobiles";25/04/2026;25/05/2026;26/05/2026
0640014;"Numéros mobiles";25/04/2026;25/05/2026;26/05/2026
GI;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";27/04/2026;27/05/2026;28/05/2026
020515;"Préfixes de routage des numéros polyvalents";27/04/2026;27/05/2026;28/05/2026
020164;"Préfixes de routage des numéros polyvalents";27/04/2026;27/05/2026;28/05/2026
0974032;"Numéros polyvalents";28/04/2026;28/05/2026;29/05/2026
0189265;"Numéros polyvalents";28/04/2026;28/05/2026;29/05/2026
0974038;"Numéros polyvalents";28/04/2026;28/05/2026;29/05/2026
0458187;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0820911;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820912;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820913;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820914;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820915;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820916;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820917;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820918;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0820919;"Numéros spéciaux vocaux à tarification majorée";01/05/2026;31/05/2026;01/06/2026
0458889;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458888;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458887;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458886;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458885;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458884;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458883;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458829;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458826;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458825;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458824;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458823;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458189;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0465797;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594129;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0487733;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0487734;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0487735;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0487736;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0487738;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0487739;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0465795;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0465794;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0465793;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0465792;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0465798;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0554062;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0554064;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458899;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594122;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594123;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594124;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594125;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594126;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594127;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594128;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428601;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0465799;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458898;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428614;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428615;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0974879;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428699;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458182;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458184;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458185;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458186;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0482307;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0487732;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428603;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428604;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428608;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0428609;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0594120;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458881;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0162546;"Numéros polyvalents vérifiés";01/05/2026;31/05/2026;01/06/2026
0162547;"Numéros polyvalents vérifiés";01/05/2026;31/05/2026;01/06/2026
0458897;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458896;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458894;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458893;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458892;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0458891;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
0948476;"Numéros polyvalents vérifiés";01/05/2026;31/05/2026;01/06/2026
0948477;"Numéros polyvalents vérifiés";01/05/2026;31/05/2026;01/06/2026
0806012;"Numéros spéciaux à tarification banalisée";01/05/2026;31/05/2026;01/06/2026
0806013;"Numéros spéciaux à tarification banalisée";01/05/2026;31/05/2026;01/06/2026
0806014;"Numéros spéciaux à tarification banalisée";01/05/2026;31/05/2026;01/06/2026
0806015;"Numéros spéciaux à tarification banalisée";01/05/2026;31/05/2026;01/06/2026
0806017;"Numéros spéciaux à tarification banalisée";01/05/2026;31/05/2026;01/06/2026
0806018;"Numéros spéciaux à tarification banalisée";01/05/2026;31/05/2026;01/06/2026
0801111;"Numéros spéciaux à tarification gratuite";01/05/2026;31/05/2026;01/06/2026
0801113;"Numéros spéciaux à tarification gratuite";01/05/2026;31/05/2026;01/06/2026
0801115;"Numéros spéciaux à tarification gratuite";01/05/2026;31/05/2026;01/06/2026
0801116;"Numéros spéciaux à tarification gratuite";01/05/2026;31/05/2026;01/06/2026
0801117;"Numéros spéciaux à tarification gratuite";01/05/2026;31/05/2026;01/06/2026
0801118;"Numéros spéciaux à tarification gratuite";01/05/2026;31/05/2026;01/06/2026
0801132;"Numéros spéciaux à tarification gratuite";01/05/2026;31/05/2026;01/06/2026
0458882;"Numéros polyvalents";01/05/2026;31/05/2026;01/06/2026
08411;"Code point sémaphore national";03/05/2026;03/06/2026;04/06/2026
3443;"Numéro court généraliste";03/05/2026;03/06/2026;04/06/2026
71;"Code identifiant de réseau (R1R2)";07/05/2026;07/06/2026;08/06/2026
3618;"Numéro court généraliste";10/05/2026;10/06/2026;11/06/2026
0270380;"Numéros polyvalents vérifiés";11/05/2026;11/06/2026;12/06/2026
0568380;"Numéros polyvalents vérifiés";11/05/2026;11/06/2026;12/06/2026
0162440;"Numéros polyvalents vérifiés";11/05/2026;11/06/2026;12/06/2026
0377380;"Numéros polyvalents vérifiés";11/05/2026;11/06/2026;12/06/2026
0948330;"Numéros polyvalents vérifiés";11/05/2026;11/06/2026;12/06/2026
0424390;"Numéros polyvalents vérifiés";11/05/2026;11/06/2026;12/06/2026
084046;"Préfixes de routage des numéros spéciaux";12/05/2026;12/06/2026;13/06/2026
0893018;"Numéros spéciaux vocaux à tarification majorée";14/05/2026;14/06/2026;15/06/2026
0811971;"Numéros spéciaux vocaux à tarification majorée";14/05/2026;14/06/2026;15/06/2026
0895225;"Numéros spéciaux vocaux à tarification majorée";14/05/2026;14/06/2026;15/06/2026
0821371;"Numéros spéciaux vocaux à tarification majorée";14/05/2026;14/06/2026;15/06/2026
0801133;"Numéros spéciaux à tarification gratuite";14/05/2026;14/06/2026;15/06/2026
HW;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";17/05/2026;17/06/2026;18/06/2026
0939100;"Numéros polyvalents utilisables pour les échanges avec une plateforme technique";18/05/2026;18/06/2026;19/06/2026
118808;"Numéro court de renseignements téléphoniques";27/05/2026;27/06/2026;28/06/2026
020521;"Préfixes de routage des numéros polyvalents";02/06/2026;02/07/2026;03/07/2026
20850692;"Code MCC MNC d'exploitant de réseaux indépendants";02/06/2026;02/07/2026;03/07/2026
070923;"Codes MSRN (Mobile Station Roaming Number)";02/06/2026;02/07/2026;03/07/2026
089260;"Numéros spéciaux vocaux à tarification majorée";06/06/2026;06/07/2026;07/07/2026
025836;"Numéros polyvalents";06/06/2026;06/07/2026;07/07/2026
089241;"Numéros spéciaux vocaux à tarification majorée";06/06/2026;06/07/2026;07/07/2026
045110;"Numéros polyvalents";06/06/2026;06/07/2026;07/07/2026
089982;"Numéros spéciaux vocaux à tarification majorée";06/06/2026;06/07/2026;07/07/2026
053667;"Numéros polyvalents";06/06/2026;06/07/2026;07/07/2026
037578;"Numéros polyvalents";06/06/2026;06/07/2026;07/07/2026
J0;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";09/06/2026;09/07/2026;10/07/2026
097271;"Numéros polyvalents";09/06/2026;09/07/2026;10/07/2026
090053;"Préfixes de routage des numéros polyvalents";09/06/2026;09/07/2026;10/07/2026
0162548;"Numéros polyvalents vérifiés";10/06/2026;10/07/2026;11/07/2026
0424476;"Numéros polyvalents vérifiés";10/06/2026;10/07/2026;11/07/2026
0270475;"Numéros polyvalents vérifiés";10/06/2026;10/07/2026;11/07/2026
0568485;"Numéros polyvalents vérifiés";10/06/2026;10/07/2026;11/07/2026
0377466;"Numéros polyvalents vérifiés";10/06/2026;10/07/2026;11/07/2026
M0;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";13/06/2026;13/07/2026;14/07/2026
JV;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";13/06/2026;13/07/2026;14/07/2026
018901;"Numéros polyvalents";16/06/2026;16/07/2026;17/07/2026
0890199;"Numéros spéciaux vocaux à tarification majorée";18/06/2026;18/07/2026;19/07/2026
082548;"Numéros spéciaux vocaux à tarification majorée";20/06/2026;20/07/2026;21/07/2026
059634;"Numéros polyvalents";23/06/2026;23/07/2026;24/07/2026
050034;"Préfixes de routage des numéros polyvalents";23/06/2026;23/07/2026;24/07/2026
059065;"Numéros polyvalents";23/06/2026;23/07/2026;24/07/2026
082613;"Numéros spéciaux vocaux à tarification majorée";03/07/2026;03/08/2026;04/08/2026
082684;"Numéros spéciaux vocaux à tarification majorée";03/07/2026;03/08/2026;04/08/2026
0893038;"Numéros spéciaux vocaux à tarification majorée";05/07/2026;05/08/2026;06/08/2026
0172359;"Numéros polyvalents";09/07/2026;09/08/2026;10/08/2026
0172353;"Numéros polyvalents";09/07/2026;09/08/2026;10/08/2026
0172357;"Numéros polyvalents";09/07/2026;09/08/2026;10/08/2026
0893003;"Numéros spéciaux vocaux à tarification majorée";09/07/2026;09/08/2026;10/08/2026
0159538;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0519096;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0259061;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0339584;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0159537;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0487743;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0519095;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0487744;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
0487745;"Numéros polyvalents";14/07/2026;14/08/2026;15/08/2026
118510;"Numéro court de renseignements téléphoniques";17/07/2026;17/08/2026;18/08/2026
0757269;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0775551;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0757347;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0757323;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0757267;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0757244;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0757204;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
208701;"Code MCC MNC d'opérateur d'accès fixe à internet par très haut débit radio";19/07/2026;19/08/2026;20/08/2026
07546;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656657;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656656;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656655;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656654;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656653;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656652;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656651;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656650;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656639;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656636;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656635;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656634;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656632;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656631;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0656630;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
065662;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
065660;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0757317;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
0757306;"Numéros mobiles";19/07/2026;19/08/2026;20/08/2026
090049;"Préfixes de routage des numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
H7;"Préfixe RIO des numéros géographiques, polyvalents et spéciaux";21/07/2026;21/08/2026;22/08/2026
0893019;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
3454;"Numéro court généraliste";21/07/2026;21/08/2026;22/08/2026
080178;"Numéros spéciaux à tarification gratuite";21/07/2026;21/08/2026;22/08/2026
080652;"Numéros spéciaux à tarification banalisée";21/07/2026;21/08/2026;22/08/2026
